Frame,Object_Type,Confidence,Tracking_ID,x1,y1,x2,y2,License_Plate_Detected,Plate_Confidence,mx1,my1,mx2,my2,Plate_Text
1,Car,0.8549145,2,544.66455,263.81113,1003.52136,456.67438,,,,,,
1,Car,0.49824855,2,480.7337,275.84573,572.6457,358.33145,,,,,,
1,Car,0.26181206,2,94.478745,263.20367,148.63713,302.49985,,,,,,
2,Car,0.8526199,2,551.0974,265.88828,1007.3252,462.49228,,,,,,
2,Car,0.56990147,2,483.67484,277.07272,573.8612,364.00287,,,,,,
2,Car,0.2746083,2,243.47583,268.38666,572.9364,371.9359,,,,,,
2,Car,0.26696432,2,0.1663742,249.14786,49.431965,304.97937,,,,,,
3,Car,0.895028,2,544.3387,267.56296,1007.72406,463.67807,,,,,,
3,Car,0.49143353,2,485.23508,277.3014,575.4662,356.6015,,,,,,
4,Car,0.903365,2,551.07916,267.95447,1008.3142,467.1756,,,,,,
4,Car,0.472785,2,487.45544,280.33923,584.0485,357.1042,,,,,,
4,Person,0.37199944,0,76.98516,244.66342,119.666405,357.58035,,,,,,
4,Car,0.34663978,2,0.42204666,257.0044,50.7602,303.747,,,,,,
5,Car,0.8374793,2,554.7273,269.083,1010.8116,467.6553,,,,,,
5,Car,0.56600237,2,487.26773,282.77844,581.4143,358.08557,,,,,,
5,Person,0.4577449,0,77.09058,245.39804,115.40966,355.95667,,,,,,
5,Car,0.44197994,2,1.4146585,256.56525,50.71345,304.07928,,,,,,
6,Car,0.8762343,2,557.8548,272.60388,1010.90405,469.6541,,,,,,
6,Car,0.645043,2,488.12247,286.47855,588.3313,364.15573,,,,,,
7,Car,0.85896355,2,557.1112,272.22345,1013.75464,471.99768,,,,,,
7,Car,0.56114763,2,489.45923,288.899,581.9262,364.96423,,,,,,
7,Person,0.4147574,0,83.23583,249.50372,123.304115,355.50266,,,,,,
7,Car,0.36308807,2,2.5949392,259.33252,54.515934,303.70352,,,,,,
8,Car,0.8460201,2,559.34485,273.46802,1016.0941,471.80905,,,,,,
8,Car,0.61460704,2,490.25012,289.07635,588.91504,374.46436,,,,,,
8,Car,0.32681692,2,3.1713352,261.3945,54.62319,302.23956,,,,,,
9,Car,0.8516993,2,562.9136,274.70004,1016.4915,474.3414,,,,,,
9,Car,0.57050824,2,492.17065,290.08453,585.2333,375.7677,,,,,,
10,Car,0.8244487,2,560.3047,275.76013,1015.84326,476.3898,,,,,,
10,Car,0.53827655,2,493.07538,291.37274,589.08124,376.14484,,,,,,
10,Car,0.28059405,2,3.339695,264.95123,113.62775,348.77243,,,,,,
11,Car,0.8612508,2,558.9812,278.82245,1016.2175,478.26205,,,,,,
11,Car,0.53559256,2,494.2934,294.8142,588.12103,376.12253,,,,,,
11,Car,0.39973542,2,3.2542763,267.0442,105.51803,348.96155,,,,,,
11,Car,0.27018186,2,119.34723,276.85284,160.30655,334.61014,,,,,,
12,Car,0.8617212,2,558.91724,280.1749,1014.901,478.01285,,,,,,
12,Car,0.48964936,2,494.4107,296.18317,591.02057,375.54208,,,,,,
12,Car,0.4393928,2,2.8037224,268.56915,95.54015,347.28064,,,,,,
12,Car,0.25367427,2,3.4219694,267.2749,65.10056,333.42822,,,,,,
13,Car,0.8609108,2,561.2759,279.25647,1017.6081,480.40613,,,,,,
13,Car,0.50905126,2,493.20676,296.32288,590.8999,375.37067,,,,,,
13,Car,0.43230844,2,2.7796068,269.28467,93.937546,347.34625,,,,,,
13,Car,0.26489636,2,2.0165577,266.7987,121.826454,351.76297,,,,,,
14,Car,0.8645922,2,559.5328,281.93622,1016.5904,481.35736,,,,,,
14,Car,0.5225643,2,493.95886,298.17307,589.0842,377.47623,,,,,,
14,Car,0.39945585,2,3.6820736,272.75256,116.577805,349.51514,,,,,,
14,Car,0.26905337,2,2.754593,270.4317,88.1041,344.9813,,,,,,
15,Car,0.8903858,2,553.23706,282.77338,1017.48615,480.80374,,,,,,
15,Car,0.53583574,2,493.5959,299.3166,589.85803,375.4115,,,,,,
15,Car,0.4892933,2,3.5864182,272.28354,105.892685,350.3513,,,,,,
16,Car,0.89768916,2,557.11835,285.66608,1016.564,480.45642,,,,,,
16,Car,0.53186196,2,2.3812666,271.9182,88.60359,350.52356,,,,,,
16,Car,0.47111586,2,494.10315,300.11224,589.1713,375.60846,,,,,,
17,Car,0.8762649,2,553.30975,286.36566,1016.63306,480.6613,,,,,,
17,Car,0.53932965,2,494.1285,300.95,588.7755,377.64685,,,,,,
17,Car,0.4412053,2,2.2171097,272.5733,86.71058,352.02063,,,,,,
